longitude,latitude,Sold Price,Year built,Bedrooms,Bathrooms,Full bathrooms,Total interior livable area,Elementary School Distance,Middle School Distance,High School Distance,Last Sold Price
-117.91,33.87,,1936.5,5,2.0,2.0,966.0,0.4,,0.9,405000.0
-117.91,33.88,,1953.0,6,4.0,2.0,1335.0,0.44999999999999996,,0.9,430000.0
-117.91,33.9,,1962.0,10,7.0,5.0,1498.3333333333333,0.26666666666666666,,2.066666666666667,501000.0
-117.91,33.91,,1961.0,7,5.0,3.0,2175.5,0.3,,2.35,
-117.91,33.94,,1970.0,7,5.0,5.0,2607.0,0.8500000000000001,,2.2,702500.0
-117.91,33.95,,1975.5,9,7.0,6.0,2351.5,1.05,,2.3,560000.0
-117.91,33.96,,1996.0,17,13.0,13.0,3338.3333333333335,1.5,,2.1,738000.0
-117.91,33.97,,1957.5,9,6.0,5.0,2596.5,0.6,,1.65,
-117.91,33.98,,1978.0,9,5.0,5.0,2528.0,0.25,,1.4500000000000002,288000.0
-117.91,33.99,,1959.0,9,4.0,4.0,1009.3333333333334,0.39999999999999997,,1.5,420000.0
-117.91,34.01,,1989.5,6,4.0,3.0,1549.0,0.3,,1.2000000000000002,506000.0
-117.91,34.02,645000.0,1972.0,3,2.0,1.0,1448.0,0.8,,1.5,
-117.91,34.03,614000.0,1970.5,13,10.0,8.0,1467.75,1.125,,1.55,426000.0
-117.91,34.04,,1988.3333333333333,12,8.0,7.0,1909.6666666666667,0.8333333333333334,0.7999999999999999,1.1666666666666667,356500.0
-117.91,34.05,,1973.0,6,5.0,5.0,1507.5,0.6000000000000001,0.8,1.0,180000.0
-117.91,34.06,,1967.4,14,12.0,11.0,1496.2,0.5,0.6,0.34,290000.0
-117.91,34.07,,1974.0,10,7.0,7.0,1581.0,0.5333333333333333,1.0666666666666667,0.3,370000.0
-117.91,34.09,,1956.5,6,4.0,4.0,1459.0,0.4,0.55,0.6499999999999999,135000.0
-117.91,34.11,,2011.75,10,12.0,9.0,1492.0,0.4,0.6749999999999999,0.42500000000000004,414750.0
-117.91,34.12,,1967.0,10,5.0,5.0,1295.6666666666667,0.3333333333333333,,1.0333333333333334,480000.0
-117.91,34.13,,1971.5,4,3.0,3.0,1124.5,0.4,,1.15,164500.0
-117.91,34.14,,1973.0,4,3.0,2.0,1278.0,0.3,,1.4,320000.0
-117.91,34.15,,1995.5,6,6.0,6.0,1533.0,0.8,,1.9,412500.0
-117.91,34.5,,1987.0,12,6.0,4.0,1655.3333333333333,0.8333333333333334,,4.766666666666667,200000.0
-117.9,33.6,2660000.0,1964.3333333333333,30,28.0,15.0,2225.8888888888887,1.5333333333333334,,1.7111111111111112,1362500.0
-117.9,33.61,4248187.5,1971.8666666666666,60,58.0,35.0,2482.0666666666666,2.2857142857142856,,2.0785714285714287,2550000.0
-117.9,33.62,,1989.3333333333333,10,11.0,7.0,2559.6666666666665,1.45,,1.25,1638000.0
-117.9,33.63,,1959.6666666666667,12,7.0,6.0,1914.0,0.5666666666666667,,1.1666666666666667,
-117.9,33.65,,1960.0,7,4.0,4.0,1810.0,0.45,,1.95,1072500.0
-117.9,33.66,,1978.0,6,9.0,6.0,1328.0,0.8666666666666667,,2.466666666666667,442000.0
-117.9,33.67,,1962.0,3,2.0,1.0,1501.0,0.2,,0.6,
-117.9,33.68,,1971.5,14,11.0,9.0,2138.75,0.325,,0.925,557500.0
-117.9,33.69,,1972.5,8,4.0,4.0,1982.0,0.75,,1.55,203000.0
-117.9,33.7,,1980.5,3,3.0,3.0,990.5,0.2,,0.3,295000.0
-117.9,33.71,,1976.0,4,4.0,3.0,2801.0,1.0,,0.7,
-117.9,33.72,,1958.0,3,2.0,1.0,1267.0,0.4,,0.4,
-117.9,33.74,,1957.5,7,3.0,3.0,1174.5,0.30000000000000004,,0.9500000000000001,
-117.9,33.75,,2003.0,4,2.0,2.0,1466.0,0.2,,1.7,610000.0
-117.9,33.76,,1965.0,2,2.0,1.0,930.0,0.4,,2.2,
-117.9,33.77,503000.0,1977.6666666666667,11,8.0,6.0,1760.3333333333333,0.26666666666666666,,0.7666666666666666,635000.0
-117.9,33.82,,1974.5,6,4.0,4.0,1232.0,0.4,,0.7,289594.5
-117.9,33.83,,1955.0,3,2.0,1.0,1148.0,0.2,,0.6,
-117.9,33.84,,1954.0,9,6.0,5.0,1798.0,0.1,,1.7,371000.0
-117.9,33.87,,1959.5,8,6.0,4.0,953.5,0.55,,0.75,396750.0
-117.9,33.88,,1955.3333333333333,10,6.0,4.0,1758.3333333333333,0.26666666666666666,,0.6,807500.0
-117.9,33.89,,1996.0,5,5.0,4.0,4028.0,0.8,,1.0,
-117.9,33.9,,1968.0,11,7.0,7.0,1602.0,0.2333333333333333,,2.2666666666666666,500000.0
-117.9,33.92,,1964.0,4,3.0,2.0,3100.0,0.9,,1.6,275000.0
-117.9,33.93,,2018.4,16,19.0,14.0,1950.8,0.8,,1.44,
-117.9,33.94,,1992.0,9,6.0,4.0,1357.0,0.4666666666666666,,1.8,275000.0
-117.9,33.96,,1996.0,6,5.0,5.0,3551.0,1.4,,1.9,895000.0
-117.9,33.97,,1968.3333333333333,11,8.0,8.0,2123.3333333333335,0.2333333333333333,,1.2333333333333334,896000.0
-117.9,33.99,,1977.0,4,3.0,3.0,1598.0,0.2,,1.0,
-117.9,34.01,391333.3333333333,1970.6,11,9.0,6.0,1008.8,1.02,,0.74,371125.0
-117.9,34.02,,1977.25,13,8.0,8.0,1463.5,1.1333333333333333,,0.9,542000.0
-117.9,34.03,,1979.0,13,9.0,9.0,1862.6666666666667,1.2000000000000002,,1.2666666666666666,286500.0
-117.9,34.05,,1973.0,6,4.0,3.0,992.0,0.6999999999999998,0.4000000000000001,1.1,213666.66666666666
-117.9,34.06,,1961.6666666666667,9,7.0,6.0,2076.0,0.43333333333333335,0.4666666666666666,0.9333333333333332,699000.0
-117.9,34.07,,1954.0,7,4.0,3.0,1212.5,0.44999999999999996,0.6,0.6000000000000001,375000.0
-117.9,34.08,639000.0,1958.8,16,12.0,9.0,1621.6,0.48,0.38,0.26,407333.3333333333
-117.9,34.09,660000.0,1946.6,17,11.0,10.0,1611.8,0.4,1.08,0.7,487500.0
-117.9,34.1,,1954.75,15,8.0,8.0,1283.25,0.45,1.225,0.775,241166.66666666666
-117.9,34.11,,1980.0,2,2.0,1.0,990.0,0.2,0.4,0.7,315000.0
-117.9,34.12,,1953.3333333333333,10,6.0,6.0,1405.0,0.6,0.5666666666666667,0.3666666666666667,260000.0
-117.9,34.13,,1962.0,4,2.0,2.0,1740.0,0.2,0.8,0.5,589000.0
-117.9,34.14,,1952.0,4,3.0,2.0,806.5,0.15000000000000002,0.9,0.8,195500.0
-117.9,34.15,,2015.3333333333333,15,15.0,14.0,3543.6666666666665,0.5666666666666667,1.5,1.3333333333333333,948250.0
-117.9,34.17,,2003.0,4,3.0,3.0,2907.0,1.7,,2.5,645000.0
-117.9,34.5,310000.0,1982.0,6,4.0,4.0,1350.0,0.30000000000000004,,5.15,205500.0
-117.89,33.6,4499642.857142857,1978.6153846153845,51,45.0,31.0,2629.6923076923076,2.0076923076923077,,2.1923076923076925,2907337.5714285714
-117.89,33.61,2551666.6666666665,1978.4545454545455,43,44.0,31.0,2191.3636363636365,1.9,,1.8909090909090909,2266000.0
-117.89,33.62,,1986.0,2,3.0,2.0,2493.0,1.6,,1.1,
-117.89,33.63,,1990.5,8,10.0,8.0,3751.0,0.6,,1.25,1735000.0
-117.89,33.64,,1964.0,8,6.0,2.0,2646.0,0.75,,1.15,
-117.89,33.65,,1978.0,11,10.0,7.0,2107.6666666666665,0.8333333333333334,,2.3000000000000003,590000.0
-117.89,33.66,,1995.75,11,11.0,8.0,1602.75,1.2,,2.75,986250.0
-117.89,33.67,,1961.0,3,2.0,2.0,1269.0,0.1,,0.8,801000.0
-117.89,33.68,,1982.0,3,3.0,3.0,932.0,0.9,,1.35,430000.0
-117.89,33.7,,1986.0,12,12.0,11.0,1978.75,0.375,,0.45,389750.0
-117.89,33.71,,1968.3333333333333,5,4.0,4.0,952.3333333333334,0.9333333333333332,,0.9,206166.66666666666
-117.89,33.72,,1967.0,5,3.0,3.0,1164.0,0.8500000000000001,,0.8,220500.0
-117.89,33.74,,1967.6,15,10.0,8.0,1340.4,0.42000000000000004,,1.26,286333.3333333333
-117.89,33.75,,1964.8,10,8.0,7.0,844.6,0.18,,1.08,143333.33333333334
-117.89,33.76,,1949.0,3,2.0,2.0,1387.0,0.5,,2.1,
-117.89,33.77,,1957.8333333333333,20,12.0,10.0,1424.0,0.22000000000000003,,1.64,487500.0
-117.89,33.78,1055000.0,1977.0,6,6.0,0.0,3164.0,0.7,1.6,2.9,
-117.89,33.79,248250.25,1989.0,19,17.0,16.0,1480.857142857143,0.9571428571428571,1.1400000000000001,2.3428571428571425,135000.0
-117.89,33.8,,2005.2,6,6.0,6.0,793.6,1.3,,1.3,337375.0
-117.89,33.83,655000.0,1962.0,10,7.0,7.0,1849.6666666666667,0.26666666666666666,,0.3333333333333333,625000.0
-117.89,33.84,,1954.0,3,2.0,1.0,1128.0,0.5,,1.0,
-117.89,33.85,,1970.0,8,4.0,4.0,1982.5,0.35,,1.8,
-117.89,33.87,,1955.6666666666667,10,7.0,5.0,1677.0,0.26666666666666666,,0.7333333333333334,485000.0
-117.89,33.88,,1966.0,10,6.0,6.0,2365.5,0.4,,0.2,412250.0
-117.89,33.89,,1983.3333333333333,11,10.0,8.0,2812.6666666666665,0.7666666666666666,,1.6000000000000003,540250.0
-117.89,33.9,,1996.0,4,5.0,4.0,3417.0,0.9,,2.8,1000000.0
-117.89,33.91,,1973.5,8,7.0,6.0,2136.0,1.0,,2.25,870000.0
-117.89,33.92,,1979.0,1,1.0,1.0,604.0,0.3,,1.4,172000.0
-117.89,33.93,,1976.0,9,9.0,7.0,1382.25,0.375,,1.075,412500.0
-117.89,33.94,,1980.0,4,3.0,3.0,2510.0,,,,325500.0
-117.89,33.96,,1999.0,5,5.0,4.0,4052.0,0.7,,1.1,
-117.89,33.97,,1983.6666666666667,12,9.0,8.0,2552.6666666666665,0.39999999999999997,,0.8333333333333334,820000.0
-117.89,33.98,,1961.0,4,3.0,3.0,1628.0,,,,165000.0
-117.89,33.99,,1976.0,28,20.0,16.0,1545.25,0.475,,0.6749999999999999,245333.33333333334
-117.89,34.01,,1966.0,4,3.0,3.0,1886.0,0.5,,0.3,
-117.89,34.03,,1983.0,3,3.0,2.0,1923.0,,,1.3,305000.0
-117.89,34.05,,2015.0,5,6.0,6.0,5006.0,1.5,1.1,2.0,2000000.0
-117.89,34.06,,1953.0,7,6.0,2.0,2384.5,0.5,1.55,0.4,860000.0
-117.89,34.07,,1953.6666666666667,9,7.0,4.0,1372.3333333333333,0.6333333333333333,1.3333333333333333,0.7000000000000001,200000.0
-117.89,34.08,510000.0,1995.0,3,3.0,3.0,1586.0,0.8,0.6,0.4,390000.0
-117.89,34.09,532500.0,1962.5,18,15.0,13.0,1471.0,0.9166666666666666,1.1833333333333333,1.0999999999999999,461000.0
-117.89,34.1,,1982.0,10,9.0,7.0,1467.5,0.425,1.775,1.2999999999999998,434666.6666666667
-117.89,34.11,,1968.0,5,4.0,3.0,1026.0,0.55,1.4500000000000002,1.7,285000.0
-117.89,34.13,,1970.0,2,2.0,2.0,1200.0,0.7,0.6,0.5,77000.0
-117.89,34.14,,2014.0,14,16.0,15.0,1491.4,2.0,0.95,2.2600000000000002,456580.0
-117.89,34.15,,2013.5,8,6.0,6.0,2235.5,0.6,1.4,1.3,532000.0
-117.89,34.5,,1967.0,4,4.0,4.0,1344.0,0.4,,5.4,
-117.88,33.6,9128333.333333334,2000.5,36,49.0,34.0,3469.3,1.46,,2.19,2856785.714285714
-117.88,33.61,,1960.0,3,3.0,2.0,2761.0,1.4,,1.8,
-117.88,33.62,,1987.0,10,12.0,10.0,2448.0,1.325,,0.8250000000000001,1283250.0
-117.88,33.63,,1972.0,6,6.0,4.0,3011.0,1.35,,0.45,1557500.0
-117.88,33.64,,1964.5,6,4.0,4.0,1530.5,0.2,,0.35,901500.0
-117.88,33.65,,1970.0,4,3.0,2.0,2257.0,0.2,,0.8,
-117.88,33.68,,1974.0,3,3.0,2.0,1504.0,1.0,,1.8,
-117.88,33.69,,1975.3333333333333,9,9.0,6.0,1463.3333333333333,1.0333333333333334,,1.8,277000.0
-117.88,33.7,,1969.75,9,6.0,5.0,1074.0,0.35,,0.525,289666.6666666667
-117.88,33.71,,1973.5,16,8.0,6.0,1397.25,0.8,,0.25,498125.0
-117.88,33.72,,1943.6666666666667,8,4.0,4.0,1125.6666666666667,0.43333333333333335,,0.7666666666666666,268333.3333333333
-117.88,33.73,,1951.5,6,4.0,2.0,1349.5,0.2,,1.5,345000.0
-117.88,33.75,,1929.6666666666667,7,5.0,5.0,1269.6666666666667,0.20000000000000004,,0.6,
-117.88,33.76,817500.0,1946.0,10,12.0,9.0,1996.5,0.425,,1.15,742000.0
-117.88,33.77,,1952.4,13,10.0,9.0,1636.6,0.82,1.3,1.86,532750.0
-117.88,33.78,,1970.5,5,4.0,3.0,1437.0,0.7,0.8,2.0,2000.0
-117.88,33.79,732000.0,1962.0,10,6.0,6.0,1522.6666666666667,0.6333333333333333,0.5666666666666667,1.8666666666666665,607500.0
-117.88,33.82,785000.0,1968.6,19,12.0,12.0,1847.2,0.2,,0.38,320750.0
-117.88,33.83,715000.0,1965.5,9,5.0,5.0,1958.0,0.30000000000000004,,0.44999999999999996,487750.0
-117.88,33.84,754750.0,1969.0,11,8.0,6.0,2067.6666666666665,0.3333333333333333,,1.0666666666666667,612500.0
-117.88,33.85,,1957.75,13,11.0,7.0,1892.5,0.7,0.9333333333333332,1.65,485000.0
-117.88,33.87,,1958.0,3,2.0,2.0,1189.0,0.7,,1.0,283000.0
-117.88,33.88,,1969.25,7,7.0,7.0,970.5,0.325,1.0,0.875,166000.0
-117.88,33.89,,1969.0,13,9.0,8.0,1642.75,0.8999999999999999,1.2,1.225,381500.0
-117.88,33.9,,1977.3333333333333,4,4.0,4.0,743.0,1.2,,3.1,264333.3333333333
-117.88,33.91,,1972.0,3,2.0,2.0,1117.0,0.9,,1.5,
-117.88,33.92,,1977.0,6,4.0,4.0,1522.5,0.55,,0.9,
-117.88,33.93,,1988.0,4,3.0,3.0,2398.0,0.4,,0.3,250000.0
-117.88,33.97,,1985.0,4,3.0,3.0,2453.0,0.5,,0.7,585000.0
-117.88,33.98,,1964.0,3,2.0,2.0,1330.0,0.3,,0.2,
-117.88,33.99,,1985.5,7,5.0,5.0,2205.5,0.2,,0.6,
-117.88,34.01,489500.0,1974.3333333333333,18,15.0,12.0,1387.1666666666667,0.42500000000000004,,0.5166666666666666,297625.0
-117.88,34.02,,1980.0,8,6.0,5.0,2086.5,0.7,,1.15,412500.0
-117.88,34.03,,1985.0,4,3.0,2.0,1752.0,,,1.0,
-117.88,34.06,,1993.0,9,8.0,8.0,3397.0,0.6499999999999999,1.55,0.55,804000.0
-117.88,34.08,655000.0,1968.25,17,10.0,10.0,1853.0,0.375,0.325,1.175,480000.0
-117.88,34.09,685666.6666666666,1958.142857142857,20,14.0,12.0,1436.5714285714287,0.6571428571428571,0.5,1.7142857142857142,273875.0
-117.88,34.1,547000.0,1954.3333333333333,19,13.0,11.0,1398.6666666666667,0.18333333333333335,1.0333333333333334,2.316666666666667,427000.0
-117.88,34.11,,1966.5,6,5.0,4.0,1287.5,0.7,1.6,1.9,172250.0
-117.88,34.12,,1966.0,8,7.0,5.0,1263.3333333333333,0.39999999999999997,1.0333333333333334,2.1999999999999997,435000.0
-117.88,34.13,,1956.0,6,3.0,2.0,1456.0,0.5,0.5,2.6,534000.0
-117.88,34.14,,1981.5,5,5.0,3.0,1353.5,0.4,0.3,2.6,650500.0
-117.87,33.59,,2006.6666666666667,21,22.0,16.0,2696.8333333333335,0.5499999999999999,,2.5,2382400.0
-117.87,33.6,,2005.0,42,50.0,40.0,2083.3333333333335,0.38,,2.2666666666666666,1789312.5
-117.87,33.61,,2001.0,3,3.0,2.0,2526.0,0.2,,1.8,1699000.0
-117.87,33.62,,1971.0,4,3.0,2.0,2767.0,1.0,,0.9,
-117.87,33.63,,1982.0,2,3.0,3.0,3474.0,1.3,,0.7,1350000.0
-117.87,33.64,,1989.3333333333333,8,9.0,7.0,2120.3333333333335,1.7333333333333334,,0.5666666666666667,627500.0
-117.87,33.7,,1969.0,5,3.0,2.0,2542.0,0.4,,0.6,460000.0
-117.87,33.71,,1967.0,19,12.0,7.0,975.1428571428571,0.6714285714285715,,0.5428571428571428,238500.0
-117.87,33.72,,1948.75,14,7.0,7.0,1449.5,0.2333333333333333,,0.8666666666666667,406666.6666666667
-117.87,33.73,,1934.5,4,2.0,2.0,1069.0,0.44999999999999996,,1.55,337500.0
-117.87,33.74,,1912.0,14,7.0,5.0,1755.25,0.35,,0.625,198250.0
-117.87,33.75,,1982.0,18,14.0,12.0,1293.111111111111,0.32222222222222224,,0.7666666666666667,208000.0
-117.87,33.76,675000.0,1933.5,11,8.0,7.0,1595.25,0.575,,1.175,760000.0
-117.87,33.77,752000.0,1950.5,11,12.0,8.0,2067.0,0.875,,1.55,780000.0
-117.87,33.78,465000.0,1970.2,12,11.0,7.0,1329.8,0.45999999999999996,0.6399999999999999,1.8399999999999999,302300.0
-117.87,33.79,710000.0,1967.0,11,7.0,7.0,1626.3333333333333,0.43333333333333335,0.4000000000000001,1.6666666666666667,504000.0
-117.87,33.83,,1961.5,7,4.0,3.0,1853.5,0.6499999999999999,,1.05,
-117.87,33.84,625000.0,1968.2,17,14.0,12.0,1758.2,0.27999999999999997,1.075,1.8799999999999997,450000.0
-117.87,33.85,,1971.0,5,3.0,2.0,1143.0,0.1,0.8500000000000001,1.9,230550.0
-117.87,33.88,,1961.5,7,5.0,3.0,1555.5,0.2,0.85,0.8,472500.0
-117.87,33.89,,1975.5,6,4.0,4.0,1557.0,0.3,0.6499999999999999,0.9,376500.0
-117.87,33.93,,2015.0,5,6.0,5.0,5208.0,1.2,,0.5,
-117.87,33.97,,1988.5,9,6.0,5.0,2410.5,,,1.0,870000.0
-117.87,33.98,,1978.0,4,3.0,3.0,1976.0,0.3,,0.7,
-117.87,34.0,,1975.0,3,2.0,2.0,1440.0,1.0,2.5,2.3,
-117.87,34.01,,1963.0,4,2.0,2.0,1302.0,,,0.9,338000.0
-117.87,34.02,670000.0,1970.25,15,9.0,8.0,1903.25,0.4,1.925,1.25,347500.0
-117.87,34.04,,2011.0,4,5.0,4.0,4298.0,0.9,1.9,2.0,
-117.87,34.06,,1980.0,3,4.0,1.0,3140.0,0.7,1.4,0.7,
-117.87,34.07,,1992.5,8,7.0,4.0,2373.0,0.85,0.75,1.1,627000.0
-117.87,34.08,630000.0,1952.0,4,3.0,3.0,2419.0,0.5,0.3,1.1,155000.0
-117.87,34.09,623370.0,1959.5,7,4.0,3.0,1864.5,1.0,0.55,0.75,
-117.87,34.1,630000.0,1955.3333333333333,9,6.0,5.0,1573.0,0.19999999999999998,1.0999999999999999,1.1333333333333333,457833.3333333333
-117.87,34.11,642000.0,1959.0,6,4.0,4.0,1441.0,0.2,1.65,0.8,
-117.87,34.12,638000.0,1954.5,6,4.0,2.0,1079.0,0.5,1.2,2.25,385000.0
-117.87,34.13,,2000.5,7,5.0,3.0,1628.5,0.7,1.05,1.95,370000.0
-117.87,34.14,,1925.0,3,2.0,2.0,1540.0,0.5,0.7,2.1,150000.0
-117.87,34.15,,1968.0,6,5.0,4.0,2105.5,0.6,0.8,2.1,355000.0
-117.87,34.48,450000.0,1984.0,3,3.0,2.0,2200.0,2.2,,7.2,145000.0
-117.86,33.59,,1980.6,21,28.0,22.0,5694.0,1.1800000000000002,,3.08,6347500.0
-117.86,33.61,,1975.0,2,3.0,2.0,1743.0,0.1,,1.6,
-117.86,33.62,,2006.0,8,12.0,10.0,6483.0,0.5,,1.4,3985000.0
-117.86,33.63,,1992.3333333333333,8,10.0,6.0,2139.3333333333335,1.2,,1.0333333333333334,1525000.0
-117.86,33.67,,1992.0,1,1.0,1.0,952.0,2.5,,3.6,
-117.86,33.72,,1943.0,2,1.0,1.0,928.0,0.4,,0.8,240000.0
-117.86,33.73,,1959.4,19,13.0,11.0,1357.8,0.32,,0.78,560333.3333333334
-117.86,33.74,,1917.5,6,3.0,2.0,1505.5,0.3,,1.3,510000.0
-117.86,33.75,,1990.0,6,6.0,3.0,989.0,0.16666666666666666,,1.5666666666666667,217000.0
-117.86,33.76,,1959.0,6,3.0,3.0,1445.5,0.30000000000000004,,1.5,432500.0
-117.86,33.77,,1946.3333333333333,10,6.0,4.0,1657.0,0.19999999999999998,,1.6666666666666667,541333.3333333334
-117.86,33.78,610000.0,1954.5,12,8.0,8.0,913.6666666666666,0.45,0.7666666666666666,1.2166666666666668,377000.0
-117.86,33.79,593333.3333333334,1948.8,13,9.0,5.0,1186.8,0.32,0.44000000000000006,1.0,430500.0
-117.86,33.8,470000.0,1979.0,2,2.0,1.0,1190.0,0.5,0.6,0.7,169000.0
-117.86,33.83,,1980.8,12,9.0,8.0,1193.6,0.27999999999999997,2.7,2.86,378250.0
-117.86,33.84,757900.0,1997.0,8,8.0,5.0,1601.3333333333333,0.6,2.1,2.533333333333333,537333.3333333334
-117.86,33.87,,1975.0,12,7.0,5.0,2031.0,0.30000000000000004,0.7,0.8500000000000001,465000.0
-117.86,33.88,,1967.8,21,14.0,13.0,2190.6,0.26,0.5,0.72,596633.3333333334
-117.86,33.89,,1970.2,15,11.0,7.0,1517.6,0.4,0.8,0.42000000000000004,271500.0
-117.86,33.9,,1966.5,17,12.0,8.0,2686.75,0.275,0.425,0.575,692500.0
-117.86,33.92,,2012.0,4,3.0,2.0,2198.0,0.4,,1.2,
-117.86,33.97,,1986.0,9,6.0,6.0,2642.0,,,1.6,
-117.86,33.98,,2001.0,5,5.0,4.0,6343.0,0.7,,1.2,
-117.86,33.99,,1973.25,17,12.0,12.0,2233.0,,,1.5250000000000001,722500.0
-117.86,34.02,,1967.0,7,4.0,4.0,1353.0,0.15000000000000002,0.9,0.8,
-117.86,34.03,,1991.0,6,4.0,4.0,5952.0,0.9,0.9,0.8,1216000.0
-117.86,34.06,,1976.0,3,3.0,1.0,1824.0,1.6,1.7,1.6,297000.0
-117.86,34.07,,1972.5,7,7.0,6.0,2473.0,1.7,1.55,1.75,420000.0
-117.86,34.08,790000.0,1963.0,7,5.0,3.0,1936.0,0.45,0.25,1.0,620000.0
-117.86,34.09,,1969.0,8,6.0,4.0,2278.5,0.1,0.55,0.7,
-117.86,34.1,675050.0,1957.5,13,7.0,6.0,1460.75,0.225,1.125,0.25,449000.0
-117.86,34.11,623333.3333333334,1976.5,22,17.0,11.0,1601.5,0.6166666666666667,1.8166666666666664,0.9,381875.0
-117.86,34.12,,1967.0,9,7.0,6.0,2096.3333333333335,0.7000000000000001,1.8666666666666665,1.3666666666666665,477500.0
-117.86,34.13,,1955.5,6,4.0,3.0,1129.5,1.0,1.35,1.75,430000.0
-117.86,34.14,,1956.5,13,11.0,7.0,2058.75,0.375,1.175,1.55,433500.0
-117.86,34.15,,1961.0,3,3.0,1.0,2345.0,0.5,1.1,1.8,635000.0
-117.86,34.58,,1957.0,3,1.0,1.0,1480.0,1.9,,4.5,
-117.86,34.62,,1988.0,3,2.0,2.0,1394.0,3.0,2.2,5.8,153500.0
-117.85,33.6,8888000.0,2000.0,6,8.0,7.0,7888.0,1.8,,2.8,
-117.85,33.62,,1973.0,4,5.0,3.0,3454.0,0.4,,1.8,
-117.85,33.67,,2006.8,20,22.0,20.0,1452.6,2.95,,3.81,687937.5
-117.85,33.68,,2014.0,2,3.0,2.0,1921.0,2.5,,3.4,799000.0
-117.85,33.76,,1977.0,3,2.0,2.0,1700.0,0.8,,1.5,157000.0
-117.85,33.77,,1983.0,2,2.0,1.0,1548.0,0.4,1.9,1.7,
-117.85,33.78,654666.6666666666,1968.75,16,11.0,9.0,1033.75,0.525,1.4,1.1875,404333.3333333333
-117.85,33.79,772000.0,1959.5,11,8.0,7.0,1440.25,0.175,0.7,0.35,530625.0
-117.85,33.8,,1987.3333333333333,9,6.0,6.0,1880.0,0.8000000000000002,0.6,0.6,
-117.85,33.81,,1959.5,7,4.0,4.0,1697.5,0.35,0.35,0.55,307500.0
-117.85,33.82,1025000.0,1964.3333333333333,11,6.0,5.0,1692.6666666666667,0.4666666666666666,1.7666666666666666,1.9000000000000001,540000.0
-117.85,33.83,,1956.6,15,10.0,9.0,1560.0,0.48,2.0,2.2199999999999998,446000.0
-117.85,33.84,,1991.5,19,15.0,10.0,1678.8333333333333,0.75,2.283333333333333,2.5,457000.0
-117.85,33.87,,1996.0,13,10.0,9.0,2898.3333333333335,0.3333333333333333,0.8666666666666667,1.0999999999999999,705000.0
-117.85,33.88,,1976.5,6,4.0,4.0,1374.0,0.6000000000000001,0.95,1.15,375000.0
-117.85,33.89,,1970.25,13,8.0,8.0,1421.5,0.275,1.225,0.525,330000.0
-117.85,33.9,,1971.0,3,2.0,1.0,1121.0,0.1,0.8,0.7,
-117.85,33.91,769333.3333333334,1998.5,21,17.0,14.0,1900.8333333333333,0.5166666666666666,0.8500000000000001,1.7999999999999998,565000.0
-117.85,33.92,740000.0,2009.5,5,6.0,5.0,1901.5,0.55,,2.0,527995.0
-117.85,33.93,,2003.6,18,16.0,12.0,2217.8,0.6799999999999999,,1.8399999999999999,694625.0
-117.85,33.96,,1964.0,4,2.0,2.0,1662.0,0.6,1.6,1.3,239000.0
-117.85,33.97,,1971.5,8,5.0,5.0,1806.5,0.25,1.25,0.8,600000.0
-117.85,33.98,,1987.0,8,6.0,6.0,1961.5,0.8,0.7,0.8500000000000001,620000.0
-117.85,34.0,,1963.0,3,2.0,2.0,1188.0,0.4,0.7,1.3,230000.0
-117.85,34.02,,1996.0,8,6.0,5.0,2214.5,0.75,0.30000000000000004,0.2,1000000.0
-117.85,34.05,,1962.0,4,2.0,2.0,1897.0,0.2,1.3,1.5,605000.0
-117.85,34.08,915000.0,1982.5,10,9.0,8.0,4545.0,0.55,0.9500000000000001,1.35,
-117.85,34.09,,1968.8,21,15.0,13.0,2762.8,0.36,1.02,0.9199999999999999,
-117.85,34.1,660000.0,1960.0,21,14.0,12.0,1349.2857142857142,0.35714285714285715,1.5142857142857142,0.8142857142857143,290350.0
-117.85,34.11,600000.0,1965.5,13,9.0,6.0,1333.5,0.525,1.975,1.125,549000.0
-117.85,34.13,,1957.0,16,10.0,8.0,1375.6,0.78,1.7,0.8800000000000001,525000.0
-117.85,34.14,,1955.3333333333333,10,6.0,3.0,1784.3333333333333,0.3333333333333333,0.4666666666666666,1.0,682000.0
-117.85,34.15,,1975.0,12,12.0,5.0,3388.3333333333335,0.45,0.2,1.4,605000.0
-117.85,34.47,380000.0,1988.0,2,2.0,2.0,1667.0,3.9,,8.7,160000.0
-117.84,33.58,,2001.0,8,11.0,9.0,4687.5,1.1,4.75,4.4,7700000.0
-117.84,33.59,,2010.0,5,7.0,1.0,9648.0,1.1,,3.6,
-117.84,33.61,1012000.0,1992.5,27,25.0,22.0,2179.625,0.775,,2.825,1515800.0
-117.84,33.62,,2001.0,4,4.0,3.0,3655.0,1.3,,2.4,2150000.0
-117.84,33.63,,2001.0,3,3.0,2.0,3000.0,1.5,,2.3,2300000.0
-117.84,33.65,,1985.75,10,10.0,8.0,1560.5,1.425,2.025,1.0,206650.0
-117.84,33.66,,1983.0,11,9.0,6.0,1196.6,1.4,2.04,1.06,330333.3333333333
-117.84,33.74,,1965.0,6,6.0,4.0,1035.6666666666667,1.0999999999999999,1.5,3.6,209000.0
-117.84,33.75,,1972.0,1,1.0,1.0,825.0,1.9,1.4,2.9,
